league,season,team,age,Playing Time_born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
ENG-Premier League,0001,Arsenal,698,0,502,418,37593,418.0,61,48,109,60,1,2,49,3,0.0,0.0,0.0,0.0,0,0,0,4.7299999999999995,2.29,7.01,4.699999999999999,6.9799999999999995,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Aston Villa,605,0,494,418,37606,418.0,46,33,79,45,1,1,65,3,0.0,0.0,0.0,0.0,0,0,0,2.91,1.57,4.49,2.8800000000000003,4.45,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Bradford City,859,0,494,418,37614,417.9,30,21,51,27,3,5,58,1,0.0,0.0,0.0,0.0,0,0,0,1.87,1.19,3.06,1.66,2.85,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Charlton Ath,697,0,525,418,37488,416.5,47,32,79,44,3,3,47,3,0.0,0.0,0.0,0.0,0,0,0,2.79,2.17,5.0,2.7,4.91,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Chelsea,726,0,523,418,37556,417.5,67,50,117,63,4,4,77,2,0.0,0.0,0.0,0.0,0,0,0,3.1999999999999997,2.6100000000000003,5.8100000000000005,3.08,5.69,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Coventry City,694,0,499,418,37506,416.5,33,21,54,30,3,3,75,4,0.0,0.0,0.0,0.0,0,0,0,1.99,0.99,2.96,1.87,2.8400000000000003,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Derby County,783,0,515,418,37612,417.9,37,28,65,35,2,3,80,3,0.0,0.0,0.0,0.0,0,0,0,2.64,1.83,4.44,2.46,4.2700000000000005,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Everton,790,0,512,418,37610,418.1,45,23,68,40,5,7,78,4,0.0,0.0,0.0,0.0,0,0,0,3.1,1.46,4.53,2.88,4.3100000000000005,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Ipswich Town,588,0,500,418,37635,418.2,56,40,96,53,3,3,32,2,0.0,0.0,0.0,0.0,0,0,0,2.9899999999999998,2.39,5.39,2.9,5.3,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Leeds United,610,0,476,418,37541,417.0,63,42,105,60,3,4,75,3,0.0,0.0,0.0,0.0,0,0,0,2.69,2.25,4.94,2.53,4.79,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Leicester City,771,0,516,418,37524,417.1,38,24,62,35,3,3,60,2,0.0,0.0,0.0,0.0,0,0,0,2.37,1.74,4.12,2.26,4.01,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Liverpool,649,0,516,418,37495,416.5,70,47,117,67,3,4,54,5,0.0,0.0,0.0,0.0,0,0,0,3.5,4.04,7.54,3.09,7.12,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Manchester City,780,0,498,419,37606,417.8,38,24,62,36,2,2,62,3,0.0,0.0,0.0,0.0,0,0,0,1.9100000000000001,1.47,3.36,1.69,3.15,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Manchester Utd,752,0,510,418,37561,417.3,76,57,133,74,2,3,43,3,0.0,0.0,0.0,0.0,0,0,0,4.12,2.73,6.84,4.04,6.7700000000000005,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Middlesbrough,771,0,518,418,37518,416.5,41,24,65,38,3,3,74,6,0.0,0.0,0.0,0.0,0,0,0,2.49,1.6400000000000001,4.14,2.36,4.01,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Newcastle Utd,704,0,497,413,36947,410.5,42,30,72,37,5,7,48,5,0.0,0.0,0.0,0.0,0,0,0,2.64,1.61,4.2700000000000005,2.43,4.05,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Southampton,651,0,501,418,37626,418.0,39,28,67,39,0,0,47,1,0.0,0.0,0.0,0.0,0,0,0,2.2199999999999998,1.19,3.44,2.2199999999999998,3.44,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Sunderland,707,0,479,418,37434,415.9,46,35,81,44,2,4,75,6,0.0,0.0,0.0,0.0,0,0,0,1.98,3.19,5.2,1.92,5.140000000000001,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,Tottenham,719,0,492,418,37576,417.6,46,30,76,43,3,4,49,3,0.0,0.0,0.0,0.0,0,0,0,2.86,1.52,4.39,2.74,4.26,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0001,West Ham,890,0,477,417,37351,415.1,45,25,70,41,4,4,71,2,0.0,0.0,0.0,0.0,0,0,0,2.07,1.08,3.15,1.94,3.02,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Arsenal,662,0,515,421,37388,415.2,79,53,132,73,6,7,83,6,0.0,0.0,0.0,0.0,0,0,0,4.24,2.34,6.57,4.04,6.37,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Aston Villa,612,0,498,418,37448,416.0,45,37,82,43,2,2,43,2,0.0,0.0,0.0,0.0,0,0,0,2.57,2.32,4.84,2.48,4.75,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Blackburn,726,0,511,417,37512,416.9,52,40,92,51,1,1,59,4,0.0,0.0,0.0,0.0,0,0,0,4.12,2.6100000000000003,6.75,4.08,6.71,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Bolton,849,0,520,418,37285,414.4,43,28,71,43,0,1,60,7,0.0,0.0,0.0,0.0,0,0,0,2.26,1.92,4.2,2.26,4.2,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Charlton Ath,655,0,514,418,37468,416.6,36,22,58,36,0,1,61,3,0.0,0.0,0.0,0.0,0,0,0,7.23,1.13,8.38,7.23,8.38,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Chelsea,634,0,516,418,37558,417.4,65,41,106,62,3,3,70,3,0.0,0.0,0.0,0.0,0,0,0,3.62,2.2,5.83,3.53,5.74,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Derby County,846,0,493,415,37177,412.9,33,20,53,31,2,5,73,3,0.0,0.0,0.0,0.0,0,0,0,3.9,4.88,8.79,3.8400000000000003,8.73,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Everton,748,0,501,415,37201,413.3,44,33,77,41,3,3,61,3,0.0,0.0,0.0,0.0,0,0,0,3.44,2.65,6.0600000000000005,3.2800000000000002,5.92,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Fulham,628,0,496,418,37592,417.9,35,23,58,34,1,3,55,2,0.0,0.0,0.0,0.0,0,0,0,1.3900000000000001,0.91,2.31,1.36,2.27,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Ipswich Town,668,0,513,413,38176,424.2,41,32,73,40,1,2,43,1,0.0,0.0,0.0,0.0,0,0,0,2.62,1.72,4.3100000000000005,2.58,4.27,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Leeds United,517,0,465,418,37467,416.3,51,40,91,50,1,2,74,5,0.0,0.0,0.0,0.0,0,0,0,2.11,1.82,3.94,2.08,3.91,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Leicester City,819,0,497,415,38123,423.7,29,19,48,27,2,4,77,3,0.0,0.0,0.0,0.0,0,0,0,2.92,1.08,3.98,2.85,3.91,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Liverpool,684,0,506,417,37636,418.2,66,50,116,61,1,3,43,3,0.0,0.0,0.0,0.0,0,0,0,3.8400000000000003,2.64,6.47,2.9,5.39,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Manchester Utd,747,0,494,410,37204,413.4,85,58,143,76,5,5,54,1,0.0,0.0,0.0,0.0,0,0,0,4.04,3.02,7.08,3.36,6.03,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Middlesbrough,930,0,513,418,37434,416.0,34,18,52,32,2,3,54,7,0.0,0.0,0.0,0.0,0,0,0,2.14,1.3199999999999998,3.47,2.04,3.37,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Newcastle Utd,590,0,498,418,37618,418.2,72,48,120,67,5,7,50,2,0.0,0.0,0.0,0.0,0,0,0,3.48,2.39,5.86,3.3400000000000003,5.720000000000001,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Southampton,813,0,494,418,37476,416.1,44,30,74,40,4,4,36,5,0.0,0.0,0.0,0.0,0,0,0,2.06,1.77,3.81,1.9,3.65,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Sunderland,673,0,484,415,37528,416.8,29,22,51,28,1,3,69,1,0.0,0.0,0.0,0.0,0,0,0,1.32,1.1500000000000001,2.47,1.29,2.44,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,Tottenham,646,0,493,418,37451,416.1,48,33,81,45,3,3,58,4,0.0,0.0,0.0,0.0,0,0,0,2.0100000000000002,2.18,4.21,1.9100000000000001,4.12,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0102,West Ham,726,0,479,417,37469,416.4,48,35,83,44,4,5,67,3,0.0,0.0,0.0,0.0,0,0,0,3.08,1.76,4.84,2.92,4.68,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Arsenal,713,0,522,418,37542,417.0,84,58,142,79,5,6,56,3,0.0,0.0,0.0,0.0,0,0,0,9.41,3.34,12.75,9.26,12.59,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Aston Villa,691,0,512,418,37500,416.7,41,32,73,38,3,4,67,4,0.0,0.0,0.0,0.0,0,0,0,2.42,1.96,4.38,2.29,4.25,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Birmingham City,878,0,526,418,37495,416.8,40,26,66,36,4,5,73,4,0.0,0.0,0.0,0.0,0,0,0,2.3400000000000003,1.34,3.71,2.17,3.52,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Blackburn,729,0,506,418,37514,416.6,50,31,81,45,5,6,66,4,0.0,0.0,0.0,0.0,0,0,0,3.51,1.6300000000000001,5.14,3.3,4.94,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Bolton,731,0,512,418,37510,417.0,38,21,59,31,1,2,71,4,0.0,0.0,0.0,0.0,0,0,0,2.5700000000000003,1.75,4.32,2.14,3.89,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Charlton Ath,692,0,518,418,37493,416.7,43,23,66,39,4,5,57,2,0.0,0.0,0.0,0.0,0,0,0,1.91,1.55,3.45,1.67,3.21,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Chelsea,595,0,520,418,37607,417.5,66,47,113,63,3,3,64,1,0.0,0.0,0.0,0.0,0,0,0,3.3899999999999997,2.64,6.01,3.27,5.9,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Everton,728,0,475,391,35388,393.3,47,36,83,43,4,4,53,7,0.0,0.0,0.0,0.0,0,0,0,2.5100000000000002,4.63,7.15,2.38,7.02,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Fulham,721,0,496,417,37294,414.5,38,22,60,32,6,7,59,6,0.0,0.0,0.0,0.0,0,0,0,2.32,2.97,5.28,2.0300000000000002,5.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Leeds United,706,0,496,418,37599,417.8,58,39,97,52,4,5,73,2,0.0,0.0,0.0,0.0,0,0,0,4.78,1.72,6.5200000000000005,3.87,5.61,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Liverpool,562,0,504,418,37499,416.5,61,43,104,57,4,6,49,3,0.0,0.0,0.0,0.0,0,0,0,2.31,1.98,4.2700000000000005,2.19,4.15,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Manchester City,679,0,493,418,37505,416.9,45,34,79,43,2,2,59,6,0.0,0.0,0.0,0.0,0,0,0,2.08,1.9100000000000001,4.0,1.96,3.88,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Manchester Utd,663,0,503,418,37602,417.90000000000003,73,52,125,64,9,9,47,1,0.0,0.0,0.0,0.0,0,0,0,2.89,2.23,5.14,2.61,4.86,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Middlesbrough,719,0,508,418,37513,416.7,48,33,81,45,2,3,56,5,0.0,0.0,0.0,0.0,0,0,0,3.27,1.56,4.8100000000000005,3.02,4.55,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Newcastle Utd,608,0,505,418,37462,416.5,61,41,102,58,3,4,50,3,0.0,0.0,0.0,0.0,0,0,0,2.95,1.96,4.91,2.85,4.8100000000000005,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Southampton,706,0,503,418,37631,418.2,42,22,64,36,6,6,49,3,0.0,0.0,0.0,0.0,0,0,0,2.64,0.8200000000000001,3.4699999999999998,2.3,3.13,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Sunderland,842,0,503,414,37333,415.0,20,14,34,19,1,3,60,0,0.0,0.0,0.0,0.0,0,0,0,1.26,0.71,1.97,1.22,1.93,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,Tottenham,661,0,503,418,37400,415.6,50,34,84,44,3,3,64,6,0.0,0.0,0.0,0.0,0,0,0,2.6799999999999997,2.3,4.97,2.38,4.59,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,West Brom,604,0,505,418,37538,416.9,29,15,44,28,1,1,56,4,0.0,0.0,0.0,0.0,0,0,0,1.48,0.56,2.04,1.44,2.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0203,West Ham,669,0,491,418,37492,416.6,39,25,64,35,4,5,68,5,0.0,0.0,0.0,0.0,0,0,0,1.9100000000000001,1.1800000000000002,3.1,1.7000000000000002,2.87,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Arsenal,567,0,508,418,37515,417.0,69,45,114,62,7,7,53,3,0.0,0.0,0.0,0.0,0,0,0,2.95,2.12,5.08,2.76,4.89,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Aston Villa,595,0,511,418,37537,417.09999999999997,47,33,80,43,4,5,54,3,0.0,0.0,0.0,0.0,0,0,0,2.69,1.69,4.38,2.56,4.25,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Birmingham City,716,0,518,418,37459,415.9,43,27,70,39,4,5,44,5,0.0,0.0,0.0,0.0,0,0,0,2.41,1.4,3.83,2.26,3.68,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Blackburn,743,0,512,418,37519,417.2,49,40,89,49,0,0,61,3,0.0,0.0,0.0,0.0,0,0,0,3.29,3.05,6.39,3.29,6.39,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Bolton,657,0,507,418,37602,417.9,45,27,72,44,1,1,69,0,0.0,0.0,0.0,0.0,0,0,0,1.66,4.0,5.67,1.6199999999999999,5.62,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Charlton Ath,648,0,506,418,37552,417.4,51,29,80,43,6,8,38,3,0.0,0.0,0.0,0.0,0,0,0,3.15,1.31,4.46,2.7800000000000002,4.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Chelsea,689,0,521,418,37572,417.2,64,47,111,60,4,4,49,3,0.0,0.0,0.0,0.0,0,0,0,3.68,2.88,6.57,3.5300000000000002,6.43,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Everton,710,0,511,418,37534,417.0,42,29,71,41,1,1,56,3,0.0,0.0,0.0,0.0,0,0,0,2.2,1.81,4.01,2.13,3.94,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Fulham,775,0,494,418,37558,417.5,52,32,84,37,2,3,65,3,0.0,0.0,0.0,0.0,0,0,0,5.57,1.6800000000000002,7.239999999999999,4.83,6.239999999999999,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Leeds United,728,0,486,417,37440,416.09999999999997,40,26,66,36,4,4,72,5,0.0,0.0,0.0,0.0,0,0,0,1.99,1.6199999999999999,3.57,1.84,3.43,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Leicester City,868,0,524,423,37428,416.1,46,36,82,44,2,3,64,7,0.0,0.0,0.0,0.0,0,0,0,2.35,2.5,4.82,2.28,4.75,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Liverpool,639,0,500,418,37622,418.0,53,39,92,45,8,10,48,1,0.0,0.0,0.0,0.0,0,0,0,2.65,2.62,5.27,2.33,4.95,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Manchester City,648,0,501,417,37573,417.4,52,32,84,48,4,4,49,3,0.0,0.0,0.0,0.0,0,0,0,2.31,2.1,4.4,2.17,4.27,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Manchester Utd,547,0,509,418,37572,417.6,63,48,111,55,1,4,46,3,0.0,0.0,0.0,0.0,0,0,0,3.52,2.91,6.43,2.76,5.46,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Middlesbrough,688,0,511,418,37615,417.8,41,28,69,38,3,5,60,1,0.0,0.0,0.0,0.0,0,0,0,3.9,1.48,5.359999999999999,3.5999999999999996,5.06,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Newcastle Utd,563,0,497,418,37435,416.0,51,31,82,44,7,10,49,3,0.0,0.0,0.0,0.0,0,0,0,2.09,2.01,4.08,1.9,3.89,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Portsmouth,861,0,507,420,37605,417.8,47,27,74,43,3,3,62,3,0.0,0.0,0.0,0.0,0,0,0,3.19,1.32,4.5,3.0300000000000002,4.34,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Southampton,743,0,509,416,37441,416.2,43,30,73,41,2,2,54,3,0.0,0.0,0.0,0.0,0,0,0,3.06,1.6099999999999999,4.6899999999999995,3.0,4.63,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Tottenham,684,0,512,418,37597,417.8,47,27,74,43,3,3,63,1,0.0,0.0,0.0,0.0,0,0,0,3.44,1.7999999999999998,5.23,3.27,5.07,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0304,Wolves,755,0,500,418,37600,417.8,38,24,62,37,1,4,69,2,0.0,0.0,0.0,0.0,0,0,0,2.24,1.6199999999999999,3.88,2.2,3.84,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Arsenal,607,0,505,418,37597,417.8,86,68,154,83,3,4,47,1,0.0,0.0,0.0,0.0,0,0,0,3.84,2.96,6.82,3.6100000000000003,6.6,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Aston Villa,531,0,509,418,37587,417.5,43,28,71,40,3,6,56,2,0.0,0.0,0.0,0.0,0,0,0,1.99,1.1400000000000001,3.15,1.9000000000000001,3.06,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Birmingham City,725,0,522,418,37497,416.6,39,25,64,33,2,2,63,3,0.0,0.0,0.0,0.0,0,0,0,3.07,2.0100000000000002,5.07,2.49,4.38,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Blackburn,826,0,502,417,37477,416.1,31,26,57,29,2,3,76,5,0.0,0.0,0.0,0.0,0,0,0,2.2600000000000002,1.86,4.13,2.19,3.93,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Bolton,699,0,519,418,37530,416.9,49,29,78,44,5,6,57,2,0.0,0.0,0.0,0.0,0,0,0,2.41,1.39,3.83,2.21,3.64,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Charlton Ath,593,0,512,418,37510,417.0,40,27,67,40,0,0,39,3,0.0,0.0,0.0,0.0,0,0,0,2.09,1.33,3.42,2.09,3.42,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Chelsea,708,0,530,418,37614,418.0,71,58,129,66,5,6,53,0,0.0,0.0,0.0,0.0,0,0,0,3.39,4.49,7.88,3.16,7.64,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Crystal Palace,677,0,508,418,37471,416.7,42,26,68,32,10,12,58,3,0.0,0.0,0.0,0.0,0,0,0,2.89,1.04,3.92,2.62,3.65,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Everton,589,0,520,418,37497,416.7,43,32,75,41,2,3,57,4,0.0,0.0,0.0,0.0,0,0,0,5.46,1.55,7.01,5.359999999999999,6.91,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Fulham,644,0,483,418,37346,415.0,51,39,90,49,2,4,57,7,0.0,0.0,0.0,0.0,0,0,0,2.29,2.02,4.33,2.21,4.24,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Liverpool,706,0,526,418,37601,417.7,49,35,84,46,3,5,46,2,0.0,0.0,0.0,0.0,0,0,0,3.0100000000000002,1.59,4.5600000000000005,2.81,4.38,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Manchester City,647,0,486,418,37596,418.0,47,30,77,42,5,6,45,3,0.0,0.0,0.0,0.0,0,0,0,3.02,2.3899999999999997,5.4,2.78,5.18,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Manchester Utd,636,0,507,418,37545,417.1,56,38,94,53,3,4,52,5,0.0,0.0,0.0,0.0,0,0,0,3.3400000000000003,1.95,5.28,3.14,5.08,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Middlesbrough,697,0,501,418,37575,417.6,49,35,84,48,1,1,55,2,0.0,0.0,0.0,0.0,0,0,0,3.42,1.6,5.0200000000000005,3.39,4.99,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Newcastle Utd,674,0,503,418,37534,416.8,44,26,70,41,3,3,61,5,0.0,0.0,0.0,0.0,0,0,0,2.45,1.46,3.93,2.33,3.81,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Norwich City,653,0,511,418,37541,417.4,41,30,71,38,3,4,36,2,0.0,0.0,0.0,0.0,0,0,0,2.85,1.53,4.39,2.73,4.27,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Portsmouth,683,0,513,418,37582,417.5,40,23,63,34,6,6,53,2,0.0,0.0,0.0,0.0,0,0,0,1.97,1.78,3.74,1.6800000000000002,3.4499999999999997,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Southampton,901,0,497,419,37641,418.2,44,33,75,40,3,3,45,2,0.0,0.0,0.0,0.0,0,0,0,2.72,2.4299999999999997,5.04,2.44,4.59,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,Tottenham,729,0,515,418,37608,417.8,47,34,80,46,1,1,57,1,0.0,0.0,0.0,0.0,0,0,0,2.94,2.0,4.8,2.9,4.76,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0405,West Brom,697,0,507,418,37420,415.6,34,25,59,32,2,3,43,5,0.0,0.0,0.0,0.0,0,0,0,2.2199999999999998,1.46,3.68,2.11,3.57,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Arsenal,639,0,516,418,37590,417.6,66,46,112,62,4,7,56,2,0.0,0.0,0.0,0.0,0,0,0,3.26,2.39,5.67,3.12,5.53,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Aston Villa,673,0,499,418,37519,417.0,41,34,75,40,1,4,62,2,0.0,0.0,0.0,0.0,0,0,0,2.28,2.29,4.58,2.22,4.5200000000000005,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Birmingham City,786,0,514,418,37398,415.6,26,20,46,24,2,2,56,7,0.0,0.0,0.0,0.0,0,0,0,1.7000000000000002,0.9900000000000001,2.71,1.56,2.5700000000000003,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Blackburn,661,0,516,418,37416,415.8,49,24,73,45,4,4,79,6,0.0,0.0,0.0,0.0,0,0,0,2.31,1.31,3.62,2.1,3.41,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Bolton,648,0,520,418,37530,417.1,47,34,81,45,2,4,67,4,0.0,0.0,0.0,0.0,0,0,0,2.72,1.9700000000000002,4.7,2.64,4.63,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Charlton Ath,754,0,519,418,37550,417.0,40,32,72,36,4,4,45,2,0.0,0.0,0.0,0.0,0,0,0,2.16,1.71,3.88,2.02,3.73,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Chelsea,612,0,531,418,37477,416.3,71,51,122,67,4,4,65,5,0.0,0.0,0.0,0.0,0,0,0,3.0900000000000003,2.52,5.6,2.97,5.4799999999999995,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Everton,739,0,505,418,37455,416.2,32,25,57,31,1,3,68,7,0.0,0.0,0.0,0.0,0,0,0,4.38,1.3800000000000001,5.75,4.29,5.66,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Fulham,744,0,490,418,37565,417.3,47,35,82,43,4,4,65,2,0.0,0.0,0.0,0.0,0,0,0,2.19,1.75,3.94,1.9300000000000002,3.68,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Liverpool,611,0,525,418,37482,416.3,55,40,95,51,4,5,53,5,0.0,0.0,0.0,0.0,0,0,0,3.15,1.84,4.99,2.98,4.82,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Manchester City,648,0,519,418,37520,416.90000000000003,43,29,72,41,1,2,74,4,0.0,0.0,0.0,0.0,0,0,0,3.82,1.47,5.3,2.37,3.86,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Manchester Utd,655,0,512,418,37590,417.5,67,47,114,65,2,3,61,2,0.0,0.0,0.0,0.0,0,0,0,3.35,2.0300000000000002,5.38,3.2800000000000002,5.31,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Middlesbrough,914,0,522,418,37592,417.5,47,39,86,42,5,5,56,3,0.0,0.0,0.0,0.0,0,0,0,2.8,2.79,5.55,2.49,5.25,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Newcastle Utd,652,0,505,418,37433,415.9,46,31,77,41,5,5,68,7,0.0,0.0,0.0,0.0,0,0,0,2.54,1.87,4.43,2.37,4.26,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Portsmouth,886,0,515,418,37619,417.90000000000003,36,26,62,34,2,2,54,1,0.0,0.0,0.0,0.0,0,0,0,2.92,2.05,4.97,2.86,4.9,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Sunderland,664,0,518,418,37497,416.5,25,16,41,23,2,2,72,4,0.0,0.0,0.0,0.0,0,0,0,1.72,0.73,2.43,1.67,2.38,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,Tottenham,708,0,502,418,37523,416.9,52,38,90,48,4,6,55,5,0.0,0.0,0.0,0.0,0,0,0,2.08,2.23,4.29,1.92,4.13,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,0506,West Brom,745,0,515,418,37548,417.2,31,19,50,29,1,2,48,2,0.0,0.0,0.0,0.0,0,0,0,2.7,1.02,3.71,2.52,3.5300000000000002,0.0,0.0,0.0,0.0,0.0
